_id,platform,brand,review_id,rating,review_content,review_date,sentiment,categories,products_services,produits_ou_services
68090338d5010c2a8b290358,trustpilot,orange,48f496fb-a929-4348-b469-e82014bf3f6f,1,Tres mauvais service' je regrette d'avoir choisit cet opérateur pour un usage professionnel. Toujours des problèmes de ligne et d'internet mettant en peril mon activité professionnelle avec un service clientel mediocre,2025-02-12,negative,"['Défaillance technique persistante', 'Expérience client dégradée']","['ADSL', 'fibre optique', 'services transverses (SAV, service client, facturation)']",
68090338d5010c2a8b290359,trustpilot,orange,484fde3d-235f-4950-a0e0-7796fd9feb61,1,BonjourJe suis en Espagne.  Je n'ai passé qu'un appel et j'ai reçu un appel.  Je constate que vous avez absorbé tout mon forfait de 11h.J étais aux usa en Novembre et c'était la même  chose.  Ce n'est pas sérieux. J'emerai avoir des explications. Merci,2025-02-06,negative,"['Manque de transparence', 'Expérience client dégradée', 'Problème administratif']",['téléphonie mobile'],
68090338d5010c2a8b29035a,trustpilot,orange,e565fb9a-cf7f-427a-8324-473d72b4cb6f,1,"je ai contacté votre service client pour obtenir des explications, j’ai été accueilli de manière inappropriée par une de vos agents, ce qui a rendu mon expérience encore plus insatisfaisante. (désolé mais comment vous pouvez recruter tels profiles!!!!!!!",2025-02-05,negative,"['Expérience client dégradée', 'services transverses (SAV, service client, facturation)']","['services transverses (SAV, service client, facturation)']",
68090338d5010c2a8b29035b,trustpilot,orange,6b2031e2-f24c-4cf1-b075-577a81717338,1,"""Le pire opérateur ADSL du monde ! J'ai un WiFi ADSL ultra 20 Mb, mais il est nul ! Le débit varie entre 3 et 8 Mb, c'est catastrophique pour le prix. En France, je paye 25 euros pour une fibre stable à 200 Mb, avec un débit qui dépasse parfois les 200 Mb. En plus, le ping est très mauvais. C'est la pire offre du monde !""",2025-01-01,negative,"['Défaillance technique persistante', 'Expérience client dégradée']",[],['ADSL']
68090338d5010c2a8b29035c,trustpilot,orange,92d0925a-a176-4576-b1d0-e4986650961e,1,Réseaux le pire que j’ai connue vraiment.Exorbitant au niveau prix avec un réseau catastrophique digne des années 2000 en France.Je ne vous parle même pas  de leur Box (un veritable cauchemar au prix d’un tres haut débit.,2025-01-21,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'Manque de transparence']",[],"['fibre optique', 'ADSL', 'Box 4G / Dar Box', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29035d,trustpilot,orange,b464e380-b698-43c3-9e3b-6f8295a8849b,1,"Après avoir acheté sur le site un forfait pour une esim, aucun mail n'a été renvoyé pour scanner le QRCODE !Malgré les nombreux appels à la ""hotline"" qui m'indiquent qu'ils ne peuvent rien faire en invoquant n'importe quel prétextes (c'est le WE on vous rappelera, le N° sourscrit ne correspond pas à une ligne Orange etc...) , des messages via la messagerie web, des messages email, des demandes Whatsapp, aucune avancée, ils se moquent royalement (terme bien à propos) de leurs clients. si vous voulez un vrai opérateur, n'allez pas chez eux tout simplement.",2025-01-09,negative,"['Expérience client dégradée', 'Manque de transparence', 'Problème administratif']",[],"['téléphonie mobile', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29035e,trustpilot,orange,afa5e5ef-d999-4e3d-8e7f-d5bff38dfe79,1,"Sincèrement, la led LOS passe en rouge clignotant le vendredi 10 janvier vers 20h45, comme ça arrive assez souvent mais que ça repasse en vert tout seul j'ai attendu.Samedi 11 vers 9h30 toujours pas de réseau, je fais une première réclamation sur l'appli Max It (ça fait chic....), ça ne donne rien, une deuxième vers 15h, idem.J'appelle à 18h04 le 0663121121, on me demande la MAC adress, le GPON, le D-SN, au cas où j'aurais une box achetée au souk de Derb Ghalef, et la personne me dit qu'elle fait remonter au service technique et que j'aurai un appel d'un technicien dans les 24h et de laisser ma box connectée et allumée.24h ont passé, rien : je rappelle le dimanche 12 à 18h13, même réponse,  bla-bla-blaLe lundi 14 vers 9h, j'envoie une nouvelle réclamation sur l'app Orange & Moi (c'est moins chic....) où je les traite d'incapables et menace de retirer tous mes abonnements Orange.Ayant des choses à faire, je quitte mon domicile vers 9h30, coïncidence ?, une camionnette ""Fibre Optique"" vient de se garer devant chez moi, mais le technicien se dirige ailleurs à pied.Je rentre chez moi à 12h : LA LED EST VERTE, TOUT EST REVENU.Je n'ai évidemment aucune explication.Conseil : ne faites rien sur votre box du style réinitialisation, éteignez-la, rallumez-la au cas où.La Led rouge, c'est toujours un problème du réseau, soit dans la rue, soit sur la fibre entre la rue et votre box.Et malheureusement, la concurrence (en fait y'en a pas), ce sera pareil, ne rêvez-pas.Tomber en panne un vendredi soir = réparation à partir du lundi.",2025-01-11,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'Manque de transparence']",[],"['fibre optique', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29035f,trustpilot,orange,a6fecd90-9b97-46c7-a5cb-5f7bf119054c,1,"HORRIBLE c’est le pire opérateur il y’a des pannes pratiquement tout les jours on paye tout les mois pourtant et après toutes les réclamations rien n’y fait je me demande ce qu’il faut faire pour avoir une réponse, peut été changer d’opérateur et ce sera beaucoup mieux comme beaucoup l’ont fait !!!!",2025-01-14,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'satisfaction générale / recommandation']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290360,trustpilot,orange,0a3ca0db-bc30-48fb-80e3-bb0ed3d238f9,1,"j ecris ces mots pour exprimer ma déception et mon mécontentement vu que je suis chez vous depuis longtemps pour mon fixe et internet plus. mon portable pro et perso ,je suis en panne d internet ça fait plus de 10 jours  j appelle a chaque fois on essaye de me renvoyer balader tout simplement , a maintes reprises j ai fait des reclamations sans aucune suite franchement j ai envie de changer d operateur , c est de la honte!!",2024-12-30,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'satisfaction générale / recommandation']",[],"['ADSL', 'téléphonie mobile', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290361,trustpilot,orange,593d54ae-c49b-4db1-bbc4-059d777dea94,5,"Orange vous êtes les TOP, après plusieurs déceptions avec d'autres opérateurs vous rester le seul opérateur qui était le plus réactive, j'ai installé la fibre avec un seul appel, après même pas 2 jours, les techniciens ont fait le nécessaire sans aucune relance, chose que j'ai beaucoup apprécié.Je vous remercie pour la qualité de votre service.",2025-01-04,positive,['satisfaction générale / recommandation'],[],"['fibre optique', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290362,trustpilot,orange,bd0fe6f6-f428-4f45-a79f-6ea5ce770fff,1,"La qualité de réseau est 0000000 l, le service est 00000 cotre le forfait d’orange est une perte d’argent. Tfoooo ela qualité. Vous ne s’améliorer jamais. Tfooo. Je stope mon abonnement 🤢🤮🤮👎🏻👎🏻👎🏻👎🏻👎🏻",2025-01-01,negative,['Expérience client dégradée'],[],['téléphonie mobile']
68090338d5010c2a8b290363,trustpilot,orange,beee1038-18db-415d-8c97-c6349afeb185,1,"Franchement, si je pouvais mettre moins d'une étoile je le ferais et je suis très gentil d'avoir mis une étoile à ses  pourritures, orange MA c'est LE PIRE réseau internet du pays, je donne littéralement 240 dhs par mois à ces incompétent pour avoir un wifi mais à dormir dehors . Je vous recommande pas du tout mais vraiment pas du tout orange ma si vous habiter au maroc",2024-12-24,negative,"['Expérience client dégradée', 'Défaillance technique persistante', 'satisfaction générale / recommandation']",[],"['ADSL', 'fibre optique', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290364,trustpilot,orange,4a6e464f-1d28-46c0-8f7a-987ea1e8d4ab,1,Franchement votre service après vente laisse à désirer une semaine sans wifiJ'appelle on me demande de rappeler une fois devant le routeur je rappel une fois devant il me lance ah désolé on connaît une panne générale dans votre quartier Pourquoi me demander de partir chez moi et de rappeler une fois devant le routeur pr au finale me balancer ces 2 mots Une semaine sans wifi et après vous réclamez le paiementJe suis déçu et je pense déjà à changer d'opérateur,2024-12-20,negative,"['Expérience client dégradée', 'Défaillance technique persistante', 'services transverses (SAV, service client, facturation)']",[],['ADSL']
68090338d5010c2a8b290365,trustpilot,orange,d970fefc-d4e5-4cb3-84d2-6610467cb0d5,1,"Je me suis abonné avec Orange pour ADSL de 200 dhs et mon expérience était terrible. Normalement il m’ont propose 7 jouées d essais malheursement j’ai profité seulement de 4 jrs aprés internet est desactivé , j ai essayé d appeler le service clientèle des milles fois aucune réponse. J’ai décidé de faire une résiliation il m’ont demandé de payer 3 mois comme penalité. Mais ça va pas la tête  je me suis connecté que 4 jours pourquoi j dois payer total de 3 mois. C’est du vol Hada 3ayn baynJe regrette vraiment et je ne suis carrement pas satisfaite",2024-12-12,negative,"['Expérience client dégradée', 'Problème administratif', 'Manque de transparence']",[],"['ADSL', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290366,trustpilot,orange,fe35918b-1372-42bf-9326-45a0eabf2222,1,Date de l'expérience: 20 décembre 2024,2024-12-20,neutre,['hors sujet / non pertinent'],[],[]
68090338d5010c2a8b290367,trustpilot,orange,58e975f1-cca3-4e52-ab28-dcdcb80bec43,5,Des consultations diverses . Le personnel est souvent à l'écoute est se montre serviable,2024-12-18,positive,['satisfaction générale / recommandation'],[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290368,trustpilot,orange,aa3a6ebd-613f-48f2-b163-686c36c11a69,1,"Je me suis abonné avec Orange pour le forfait de 49 DH et mon expérience était terrible. Pas capable de recevoir les appels à 90% du temps. Pour faire des appels il faut faire plusieurs tentatives avoir d'avoir la ligne. Dans plusieurs villes presque pas de signal. À casablanca je voulais utiliser Google maps, maleureusement le réseau était tellement faible que j'ai abandonné.Et l'arnaque dans tout ça, il fallait que je paye un autre mois de plus pour pouvoir résilier. Ce n'est rien 49 DH de plus même je n'utiliserai plus jamais cette compagnie. Mais je ne la recommande pas à personne.",2024-12-12,negative,"['Expérience client dégradée', 'Manque de transparence', 'satisfaction générale / recommandation', 'Défaillance technique persistante']",[],['téléphonie mobile']
68090338d5010c2a8b290369,trustpilot,orange,71a74565-0c1e-4ee2-befc-dfb04a7a421e,1,"ça fait 6 jours que j'attend l'activation de l'adsl 20 mb, demain je vais résilier mon contrat et aussi un abonnement gsm et un abonnement fibre optique, c'est vraiment null de chez null",2024-12-11,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'satisfaction générale / recommandation']",[],"['ADSL', 'téléphonie mobile', 'fibre optique']"
68090338d5010c2a8b29036a,trustpilot,orange,fab35c2f-d9e6-42ad-8499-0c9356f53778,1,NUUUUUUUUUUUUUUUUUULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLNULLLLLLLLLLLLPAS DE SERVICE TECHNICIEN SE TROUVE ABSENT DISPO PEUT-ETRE AU BAHAMAS PFFFFNULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,2024-12-05,negative,"['Défaillance technique persistante', 'Expérience client dégradée']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29036b,trustpilot,orange,9d35bf2c-9428-440e-887b-82ba960c65b7,1,Pass roaming que j’ai acheté qui n’a pas du tout marché!!! Grosse arnaque les pass roaming orange maroc !,2024-11-01,negative,"['Expérience client dégradée', 'Manque de transparence']",[],"['téléphonie mobile', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29036c,trustpilot,orange,a88225c1-10d2-4b54-850e-e3ef3b7d5690,1,"Service client nul très désagréable lors de mon dernier échange et se n'est pas le première fois tout est enregistré dans leur historique à chaque fois que j'appel mon problème n'est jamais résolu c'est de prie en pire, je me suis dit que c'est des débutants ils ont droit à l'erreur avant mais maintenant je crois qu'on se moque de moi tout depend de l'art et la manière de le gestion, bon je pense qu'il vaut mieux que je cherche ailleurs 👎🏼👎🏼👎🏼👎🏼👎🏼",2024-12-08,negative,"['Expérience client dégradée', 'services transverses (SAV, service client, facturation)']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29036d,trustpilot,orange,7dbaa44f-0592-4f29-81e1-f16eca89f5e5,1,"Grosse arnaque d Orange, a l arrivee a l aeroport, ils vs vendent 1 carte.20euros. Soi disant pour téléphoner et en fait, vs ne pouvez que communiquer en wi.fi, et ça, il y en a partout, ou wattsapp, donc n achetez pas de carte",2024-11-16,negative,"['Manque de transparence', 'Expérience client dégradée']",[],['téléphonie mobile']
68090338d5010c2a8b29036e,trustpilot,orange,54dc5cd6-1600-4cfc-9fa1-5d30b128dcf0,1,"Très déçue du service de cet opérateur de me*deJe n’ai pas bénéficier du service pendant au moins 6jours suite à un problème technique que j’ai rencontré depuis octobre dernier après plusieurs appels téléphoniques avec le service client (qui est très incompétent je tiens à le préciser et surtout mal poli), le technicien était passé pour résoudre le problème et pendant l’appel avec la conseillère elle m’avait demandé de rappeler le service de facturation pour le remboursement une fois que le problème est résolu malheureusement j’ai contacté le service à plusieurs reprises que ça soit par mail ou au téléphone dommage il n’ y a aucun retour positif de leur part ils me font juste comprendre que le service concerné me recontactera alors que je paye ma facture le 15 du mois. Je pense que ma patience a atteint les limites, ARRÊTEZ DE VOLER VOS CLIENTS!!!!!!!!!!!!",2024-12-05,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'Problème administratif', 'Manque de transparence']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b29036f,trustpilot,orange,8281031f-bee1-4b32-b49b-ce3147b4ea4a,1,"Ça fait trois jours que je suis sans connexion, service de m..Meme au centre d appel , ils ne me repondent plus ne sachant quois inventer..",2024-11-25,negative,"['Défaillance technique persistante', 'Expérience client dégradée']",[],"['ADSL', 'fibre optique', 'Box 4G / Dar Box', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290370,trustpilot,orange,4a517720-0b4c-43c3-8b95-93a6822c63b5,1,C’est la pire des arnaques au Maroc Les autorités compétentes doivent réagir et interdire à ces gensde continuer à extorquer des sous aux marocains,2024-11-22,negative,"['Manque de transparence', 'Expérience client dégradée']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290371,trustpilot,orange,d54a8024-a422-4859-89d9-808f3f4d64e2,1,"Voleurs, ils m'ont  volé des heures d'appel!!",2024-11-21,negative,"['Expérience client dégradée', 'Problème administratif']",[],"['téléphonie mobile', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290372,trustpilot,orange,a42a1131-d322-4bc8-9251-57712ca0a8b4,1,"Vous êtes nuuuuullll, ni service client, ni fibre optique sui marche bien. orange au maroc = 00000.. je vous ne la conseille pas.",2024-11-16,negative,"['Expérience client dégradée', 'Défaillance technique persistante', 'satisfaction générale / recommandation']",[],"['fibre optique', 'services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290373,trustpilot,orange,d2c9911a-f687-453b-afb6-24157b9626da,1,"Lamentable, réseau 4g quasi nul , impossible de regarder la télévision coupure sans arrêt",2024-11-14,negative,"['Défaillance technique persistante', 'Expérience client dégradée']",[],"['Box 4G / Dar Box', 'IPTV / télévision']"
68090338d5010c2a8b290374,trustpilot,orange,067ac77a-4ba7-4082-a482-f399128f1c99,1,Le wifi ne fonctionne que rarement et quand sa marche le débit est trop faible!!!!Impossible de regarder un film ni un match de football sans coupure et/ou lenteur!!!je paie un service sans pouvoir en profiter correctement !,2024-11-08,negative,"['Défaillance technique persistante', 'Expérience client dégradée']",[],"['fibre optique', 'ADSL', 'Box 4G / Dar Box']"
68090338d5010c2a8b290375,trustpilot,orange,a3d98e68-3f76-45e4-b180-0452ac750069,1,"Service clientèle nuuuuuuuulllll c’est la deuxieme fois qu’on a des coupures du service la premiere fois pendant 15jrs et la deuxieme fois 5jrs sans explication, aucun technicien n’est venu pour reduire le probleme Je suis choqué car les clients n'ont aucune importance car nous n'avons même pas un retour suite à notre problemeService nuuuullllll",2024-11-05,negative,"['Défaillance technique persistante', 'Expérience client dégradée', 'services transverses (SAV, service client, facturation)']",[],"['fibre optique', 'ADSL', 'Box 4G / Dar Box', 'IPTV / télévision']"
68090338d5010c2a8b290376,trustpilot,orange,2c2e212c-7215-4f50-9fbe-c6f8ea5dc7f3,1,"Malheureusement pas de 0 étoiles possibles.Je fais une demande de résiliation, prise en compte, je dis que je serai à l’étranger après et que je serai un joignable. Résultat, pas de résiliation … car on doit attendre que leurs agents nous contactent pour confirmer … Il faut donc rester collé à son tel, sinon la demande n’est pas prise en compte. Entre temps, les factures s’accumulent … aucune agence, ni numéro pour les joindre à part un chat avec des personnes ne pouvant rien faire pour vous !! Scandaleux !!!",2024-11-03,negative,"['Problème administratif', 'Expérience client dégradée', 'Manque de transparence']",[],"['services transverses (SAV, service client, facturation)']"
68090338d5010c2a8b290377,trustpilot,orange,fa2692ba-0108-4a49-9b83-70898683562e,1,"Bonjour,Je viens de m'inscrire à la fibre optique  et le technicien m'affirme que je j'ai pas de signale au niveau de la residence à cause d'un autre technicien qui n'a pas compléter son travail et que c'est à moi précise le technicien d'appler pour régler le problème vous trouvez ca normal alors que j'ai quitter un autre opérateur à cause  d'un mauvais service.Prière de revoir la qualité de vos techniciens c'est vraiment décevant",2024-11-02,negative,"['Expérience client dégradée', 'Défaillance technique persistante', 'services transverses (SAV, service client, facturation)']",[],['fibre optique']
68090338d5010c2a8b290378,trustpilot,orange,f33bc403-2d39-43ce-a3bc-557cb6098731,1,"Je vous conseille vivement de fuir le service client d'Orange ! Ce sont de véritables arnaqueurs qui ne respectent absolument pas leurs clients. Après plusieurs appels et échanges, ils n’ont jamais résolu mon problème et continuent de me faire perdre du temps. Leur manque de professionnalisme et de transparence est choquant. Si vous cherchez une expérience client fiable et honnête, passez votre chemin, Orange n'est clairement pas la bonne option.",2024-10-24,negative,"['Expérience client dégradée', 'Manque de transparence']",[],"['services transverses (SAV, service client, facturation)']"
